Suchbegriff,Titel,Beruf,Arbeitgeber,Ort,Region,Land,PLZ,Veröffentlicht am,Eintrittsdatum,URL
Sales Manager,Tele Sales Manager (m/w/d) - internationale Personalberatung,Sales-Manager/in,Page Personnel Deutschland,,Berlin,Deutschland,,2025-05-23,2025-05-23,https://www.haveanicejob.de/stellenanzeige/549649?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Manager / Mitarbeiter Vertrieb (m/w/d),Sales-Manager/in,VIA electronic GmbH,"Hermsdorf, Thüringen",Thüringen,Deutschland,07629,2025-03-25,2025-05-21,https://deutschland-stellenmarkt.de/job_show.php?id=bfa$bfa_11112-3112-1627895-1-S
Sales Manager,"Sales Manager (m/w/d),Straubing,Landshut",Sales-Manager/in,Müller Medien,Straubing,Bayern,Deutschland,94315,2025-03-10,2025-05-27,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1102157?cp=BA
Sales Manager,Head of Sales Specialties (m/w/d),Sales-Manager/in,Speira GmbH,Grevenbroich,Nordrhein-Westfalen,Deutschland,41515,2025-05-21,2025-05-21,https://jobs.jobspreader.com/viewjob-3646s?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=marketing-und-vertrieb&utm_term=head-of-sales-specialties-m-w-d
Sales Manager,Customer Success Manager (m/w/d) ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-21,2025-05-21,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445918
Sales Manager,Sales Manager (m/w/d),Ingenieur/in - Elektrotechnik,Heinz Lackmann,"Münster, Westfalen",Nordrhein-Westfalen,Deutschland,48143,2025-02-23,2025-05-01,https://www.get-in-engineering.de/jobsuche/p259715?utm_source=arbeitsagentur&utm_medium=cpc&utm_campaign=launch-basic
Sales Manager,Sales Manager (m/w/d),Ingenieur/in - Automatisierungstechnik,RAFI,"Überlingen, Bodensee",Baden-Württemberg,Deutschland,88662,2025-02-13,2025-05-01,https://www.get-in-engineering.de/jobsuche/p259196?utm_source=arbeitsagentur&utm_medium=cpc&utm_campaign=launch-basic
Sales Manager,Area Sales Manager (m/w/d) im Außendienst,Sales-Manager/in,Alber GmbH,Kempten (Allgäu),Bayern,Deutschland,87439,2025-02-12,2025-05-09,https://www.jobexport.de/job/4652474.html?exp=144&cid=js-al_516
Sales Manager,(Senior) Regional Sales Manager / Area Sales Manager (m/w/d),Sales-Manager/in,HRG Hospitality B.V. & Co. KG,Frankfurt am Main,Hessen,Deutschland,65933,2025-05-22,2025-05-23,https://www.hogapage.de/jobs/sales-manager-in-frankfurt-am-main/S03HF5-NS1/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt
Sales Manager,"Sales Manager (m/w/d) Measurement & Control, Rellingen",Sales-Manager/in,Autoflug GmbH,Rellingen,Schleswig-Holstein,Deutschland,25462,2025-05-22,2025-07-01,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-Measurement-Amp-Control-1130236?cp=BA
Sales Manager,Vertriebsmitarbeiter / Sales Manager (m/w/d),Fachkaufmann/-frau - Vertrieb,Page Personnel Deutschland,Stuttgart,Baden-Württemberg,Deutschland,,2025-05-22,2025-05-22,https://www.haveanicejob.de/stellenanzeige/552324?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,"Sales Manager (m/w/d),Enns,Gersthofen,Salzburg",Sales-Manager/in,OSI Austria Foodworks GmbH,Enns,Oberösterreich,Österreich,4470,2025-05-22,2025-05-22,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1103078?cp=BA
Sales Manager,Area Sales Manager im Außendienst (m/w/d),Sales-Manager/in,FORTEC Elektronik AG,Frankfurt am Main,Hessen,Deutschland,60311,2025-01-27,2025-05-24,https://www.jobcluster.de/stellenangebot/area-sales-manager-im-aussendienst-m-w-d---job-germering-96693.html?tc=3-11
Sales Manager,"Sales Manager (m/w/d),Kempten,Friedrichshaf...",Sales-Manager/in,Müller Medien,Landsberg am Lech,Bayern,Deutschland,86899,2024-12-20,2025-05-07,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1072777?cp=BA
Sales Manager,Junior Sales Consultant (m/w/d),Sales-Manager/in,Page Personnel Deutschland,Frankfurt am Main,Hessen,Deutschland,,2025-05-20,2025-05-20,https://www.haveanicejob.de/stellenanzeige/546704?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Frankfurt | Sales Associate (m/w/d),Sales-Manager/in,Thomas Sabo GmbH & Co. KG,Regensburg,Bayern,Deutschland,93047,2025-05-20,2025-05-24,https://www.jobexport.de/job/4774658.html?exp=81&cid=9477768e-e152-4b98-b6c2-ba13b88228a5
Sales Manager,Sachbearbeiter Online Sales (m/w/d),Sales-Manager/in,Norbert Woll GmbH,Saarbrücken,Saarland,Deutschland,66115,2025-05-20,2025-05-24,https://www.jobexport.de/job/4774423.html?exp=81&cid=51c05c37-d670-4491-a8a1-9136c550ea45
Sales Manager,Area Sales Manager im Außendienst (m/w/d),Sales-Manager/in,FORTEC Elektronik AG,"Nürnberg, Mittelfranken",Bayern,Deutschland,90402,2024-10-18,2025-05-21,https://www.jobcluster.de/stellenangebot/area-sales-manager-im-aussendienst-m-w-d---job-germering-95119.html?tc=3-11
Sales Manager,Regional Sales Manager (m/w/d) ,Fachkaufmann/-frau - Vertrieb,Page Personnel Deutschland,,Berlin,Deutschland,,2025-05-21,2025-05-21,https://www.haveanicejob.de/stellenanzeige/549165?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Manager / Vertriebsmitarbeiter (m/w/d) - im Außendienst für Wärmepumpen,Sales-Manager/in,HomeServe Gruppe Deutschland,Wilnsdorf,Nordrhein-Westfalen,Deutschland,57234,2025-05-21,2025-05-25,https://www.jobexport.de/job/4776675.html?exp=81&cid=cb83fece-6d99-4823-9836-5db1ac662c5d
Sales Manager,Vertriebsmitarbeiter (m/w/d) Mobile Sicherheitsdienste ,Sales-Manager/in,Securitas Holding GmbH ,Leipzig,Sachsen,Deutschland,04129,2025-05-21,2025-05-21,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445926
Sales Manager,Vertriebsmanager (m/w/d) Parking Solution ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-21,2025-05-21,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445910
Sales Manager,Senior Sales Manager (m/w/d) Parking Solution ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-21,2025-05-21,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445916
Sales Manager,New Sales Manager (m/w/d) Mobile Sicherheitsdienste ,Sales-Manager/in,Securitas Holding GmbH ,Leipzig,Sachsen,Deutschland,04129,2025-05-21,2025-05-21,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445930
Sales Manager,Mitarbeiter im Vertrieb Sicherheitsdienstleistungen (m/w/d) ,Sales-Manager/in,Securitas Holding GmbH ,Leipzig,Sachsen,Deutschland,04129,2025-05-21,2025-05-21,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445932
Sales Manager,Sales Excellence Manager (m/d/w),Sales-Manager/in,Viega GmbH & Co. KG,Attendorn,Nordrhein-Westfalen,Deutschland,57439,2025-05-17,2025-05-17,https://jobs.jobspreader.com/viewjob-ywegt?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=marketing-und-vertrieb&utm_term=sales-excellence-manager-m-d-w
Sales Manager,"Junior Sales Manager (m/w/d), Wien",Sales-Manager/in,Ratbacher GmbH,Wien,Wien,Österreich,1100,2024-06-12,2025-05-03,https://www.finest-jobs.com/Stellenanzeige/Junior-Sales-Manager-D-997562?cp=BA
Sales Manager,Executive Assistant Sales (m/w/d),Sales-Manager/in,SIXT SE,München,Bayern,Deutschland,81825,2025-05-19,2025-05-27,https://www.hogapage.de/jobs/sales-manager-in-m%C3%BCnchen/VG12HF-IZ8/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt
Sales Manager,Berater:in Marketing und Sales (m/w/d),Sales-Manager/in,Page Personnel Deutschland,Stuttgart,Baden-Württemberg,Deutschland,,2025-05-19,2025-05-19,https://www.haveanicejob.de/stellenanzeige/540730?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Performance Specialist (m/w/d),Sales-Manager/in,Recrutis Consulting GmbH,München,Bayern,Deutschland,80995,2025-05-19,2025-05-19,https://bewerbung.jobs/1b0828dc-a8dd-455e-a201-57e9b41c1e8d?source=00119ac8-3a27-4400-916b-5fea8eefc2a6
Sales Manager,Teamleitung  (m/w/d) zur Festanstellung,Sales-Manager/in,PS-Marketing,Leipzig,Sachsen,Deutschland,04356,2023-09-13,2025-05-27,https://deinjob.de/jobmanager-arbeitsagentur/1786917451?utm_source=arbeitsagentur&utm_medium=arbeitsagentur
Sales Manager,(Junior) Sales Manager (m/w/d),Fachkaufmann/-frau - Vertrieb,Page Personnel Deutschland,Düsseldorf,Nordrhein-Westfalen,Deutschland,,2025-05-20,2025-05-20,https://www.haveanicejob.de/stellenanzeige/548850?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Area Sales Manager (m/w/d) - internationale Beratung,Sales-Manager/in,Page Personnel Deutschland,,Hamburg,Deutschland,,2025-05-20,2025-05-20,https://www.haveanicejob.de/stellenanzeige/548845?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Manager SaaS B2B (m/f/d),Sales-Manager/in,EMDESK GmbH,Erfurt,Thüringen,Deutschland,99084,2025-05-20,2025-05-20,https://thaff-thueringen.de/Stellenangebote/sales-manager-saas-b2b-m-f-d
Sales Manager,Mitarbeitender im Vertriebsaußendienst / Sales Manager (m/w/d),Außendienstmitarbeiter/in,Paul Müller GmbH,Balve,Nordrhein-Westfalen,Deutschland,58802,2025-05-20,2025-05-20,https://www.jobware.de/job/055735388?jw_chl_seg=ARBEITSAGENTUR
Sales Manager,"Sales Manager (m/w/d),Enns,Gersthofen,Salzburg",Sales-Manager/in,OSI Austria Foodworks GmbH,Enns,Oberösterreich,Österreich,4470,2025-05-20,2025-05-20,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1103078?cp=BA
Sales Manager,"Sales Manager (m/w/d),Enns,Gersthofen,Salzburg",Sales-Manager/in,OSI Austria Foodworks GmbH,Salzburg,Salzburg,Österreich,5020,2025-05-20,2025-05-20,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1103078?cp=BA
Sales Manager,accompio GmbH: IT Sales Manager (m/w/d),Sales-Manager/in,accompio GmbH,Dresden,Sachsen,Deutschland,01309,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/280047
Sales Manager,Solution Sales Manager Security (m/w/d) ,Business-Development-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-21,2025-05-21,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445917
Sales Manager,Business Development Manager I Sales Manager (m/w/d) Parkraumüberwachung ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-21,2025-05-21,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445898
Sales Manager,Business Development Manager (m/w/d) Parking Solution ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-21,2025-05-21,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445890
Sales Manager,Sales & Marketing Manager (m/w/d),Sales-Manager/in,Parkhotel Egerner Höfe,Rottach-Egern,Bayern,Deutschland,83700,2025-05-15,2025-05-15,https://www.hogapage.de/jobs/marketing-manager-in-rottach-egern/4M1W1W-UWN/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt
Sales Manager,Sales Enablement Manager (m/w/d),Sales-Manager/in,Viega GmbH & Co. KG,Attendorn,Nordrhein-Westfalen,Deutschland,57439,2025-05-15,2025-05-15,https://jobs.jobspreader.com/viewjob-74yq3?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=marketing-und-vertrieb&utm_term=sales-enablement-manager-m-w-d
Sales Manager,Sales Manager - New Business Staffing (m/w/d) Berlin,Sales-Manager/in,TEKATH Personalberatung GmbH,Berlin,Berlin,Deutschland,10115,2025-05-27,2025-05-28,https://www.persy.jobs/persy/l/job-fqubz-b
Sales Manager,Sales Manager:in (m/w/d)  National & International - PN 1225015TM,Sales-Manager/in,KRÜGER - Personal Headhunting,Kulmbach,Bayern,Deutschland,95326,2025-05-27,2025-05-28,https://www.persy.jobs/persy/l/job-fqtze-b
Sales Manager,(Junior) Sales Manager/ Vertriebsmitarbeiter (m/w/d) für Softwarelösungen,Sales-Manager/in,QITS GmbH,Ratingen,Nordrhein-Westfalen,Deutschland,40880,2025-05-19,2025-05-23,https://www.jobexport.de/job/4774270.html?exp=81&cid=64256452-d7df-4c7d-8225-92f04de90867
Sales Manager,Sales Manager Süddeutschland *  (m/w/d),Fachberater/in - Vertrieb,Trotec GmbH,"Heinsberg, Rheinland",Nordrhein-Westfalen,Deutschland,52525,2025-05-19,2025-05-19,https://www.job.fish/heyrecruit/71833_2254_6827221b3f239?utm_campaign=heyrecruit-multiposting&utm_source=bundesagentur&utm_medium=kostenloses-multiposting
Sales Manager,Mönchengladbach - Sales Manager/Verkäufer Mobilfunk (m/w/d),Sales-Manager/in,Safetonet Family Store GmbH,Mönchengladbach,Nordrhein-Westfalen,Deutschland,41061,2025-05-19,2025-05-23,https://www.jobexport.de/job/4772843.html?exp=81&cid=d26eaff4-1f47-46af-b3df-bcbe4c294fa4
Sales Manager,Inside Sales Representative (m/w/d) ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-17,2025-05-17,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445571
Sales Manager,Sales Manager  / Key Account Manager  Werbeage (m/w/d),Vertriebsassistent/in,MV Unternehmens- und Personalberatung - Manuel Vey,Mechernich,Nordrhein-Westfalen,Deutschland,53894,2025-05-20,2025-05-20,https://www.job.fish/heyrecruit/72332_19560_682b5154e20fa?utm_campaign=heyrecruit-multiposting&utm_source=bundesagentur&utm_medium=kostenloses-multiposting
Sales Manager,Assist Digital: Key Account Manager/ Sales Manager (m/w/d),Key-Account-Manager/in,Assist Digital,Leipzig,Sachsen,Deutschland,04109,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/279509
Sales Manager,Sales Manager E-Commerce (m/w/d) High Fashion,IT-Vertriebsbeauftragte/r,Academic Work Germany GmbH,,Bayern,Deutschland,,2025-05-27,2025-05-27,https://academicwork.hvnj.de/stellenangebot/sales-manager-e-commerce-mwd-high-fashion/552013.html?utm_source=hvnjba&_medium=organic
Sales Manager,Senior Sales Representative,Sales-Manager/in,PPA Gesellschaft für Finanzanalyse und Benchmarks mbH,Darmstadt,Hessen,Deutschland,64295,2025-05-16,2025-05-16,https://jobboard.onapply.de/listing/302845?source=arbeitsagentur
Sales Manager,Sales Advisor (m/w/d) Teilzeit,Sales-Manager/in,Zero,Hannover,Niedersachsen,Deutschland,30159,2025-05-16,2025-05-16,https://jobs.jobspreader.com/viewjob-gz28e?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=marketing-und-vertrieb&utm_term=sales-advisor-m-w-d-teilzeit
Sales Manager,"Sales Manager (m/w/d),Enns,Gersthofen,Salzburg",Sales-Manager/in,OSI Austria Foodworks GmbH,Salzburg,Salzburg,Österreich,5020,2025-05-18,2025-05-18,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1103078?cp=BA
Sales Manager,Senior Solution Sales Executive (w/m/d),Sales-Manager/in,SAP,"Walldorf, Baden",Baden-Württemberg,Deutschland,69190,2025-05-26,2025-05-27,https://www.jobstairs.de/de/stellenangebot-senior-solution-sales-executive-wmd-sap-69190-walldorf--2260178.html
Sales Manager,Sales Manager (m/w/d) Schwerpunkt Online Marketing,Onlinemarketing-Manager/in,Sellwerk GmbH & Co. KG,Darmstadt,Hessen,Deutschland,64283,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250514-24711523/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Convention Sales Coordinator (m/w/d),Sales-Manager/in,Hotels by HR Service West GmbH,"Eschborn, Taunus",Hessen,Deutschland,65760,2025-05-15,2025-05-15,https://www.hogapage.de/jobs/convention-sales-manager-in-eschborn/VRIXDZ-D00/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt
Sales Manager,Sales Hero im Showroom (m/w/d),Sales-Manager/in,Propain Bicycles GmbH,Vogt,Baden-Württemberg,Deutschland,88267,2025-05-15,2025-05-19,https://www.jobexport.de/job/4769163.html?exp=81&cid=82547cf4-09ef-46c4-b123-0d23dec62157
Sales Manager,Next Sales Rockstar (w/m/d),Sales-Manager/in,FTAPI,München,Bayern,Deutschland,81369,2025-05-15,2025-05-19,https://www.jobexport.de/job/4768767.html?exp=81&cid=2c58dbac-8ae1-4317-842a-ff4a43fa5ce2
Sales Manager,Sales Development Representative (m/w/d),Sales-Manager/in,Trive Financial Services Europe Limited,Frankfurt am Main,Hessen,Deutschland,60308,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15314262/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Sales Advisor (m/w/d) Teilzeit,Sales-Manager/in,Zero,Viernheim,Hessen,Deutschland,68519,2025-05-15,2025-05-15,https://jobs.jobspreader.com/viewjob-kq3t3?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=marketing-und-vertrieb&utm_term=sales-advisor-m-w-d-teilzeit
Sales Manager,Vertriebsmitarbeiter I Kundenberater (m/w/d) ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-17,2025-05-17,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445583
Sales Manager,Telesales Mitarbeiter (m/w/d) Vertriebsinnendienst ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-17,2025-05-17,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445595
Sales Manager,Senior Sales Manager (m/w/d) Parking Solution ,Sales-Manager/in,Securitas Holding GmbH ,Potsdam,Brandenburg,Deutschland,14467,2025-05-17,2025-05-17,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445596
Sales Manager,Senior Sales Manager (m/w/d) Parking Solution ,Sales-Manager/in,Securitas Holding GmbH ,Potsdam,Brandenburg,Deutschland,14467,2025-05-17,2025-05-17,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-444522
Sales Manager,Sales Manager I Kundenberater (m/w/d) Innendienst ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-17,2025-05-17,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445569
Sales Manager,Digital Sales Manager (m/w/d) B2B-Vertrieb ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-17,2025-05-17,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445580
Sales Manager,Customer Relations Mitarbeiter (m/w/d) ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-17,2025-05-17,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445575
Sales Manager,"Sales Manager (m/w/d), Nürnberg - Broadcast Future",Sales-Manager/in,Müller Medien,"Nürnberg, Mittelfranken",Bayern,Deutschland,90443,2025-05-16,2025-05-22,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1128079?cp=BA
Sales Manager,Tele Sales Manager (m/w/d) Ungedeckelte Provision!,Sales-Manager/in,Page Personnel Deutschland,München,Bayern,Deutschland,,2025-05-16,2025-05-16,https://www.haveanicejob.de/stellenanzeige/546031?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Senior Sales Manager Technology Solutions (m/w/d),Sales-Manager/in,HiQ GmbH,München,Bayern,Deutschland,81541,2025-05-16,2025-05-20,https://www.jobexport.de/job/4771078.html?exp=81&cid=04c0f50c-c2ad-4e74-bbca-7bf2ea9a9d8f
Sales Manager,Sales Advisor (m/w/d) Teilzeit,Sales-Manager/in,Zero,"Göttingen, Niedersachsen",Niedersachsen,Deutschland,37081,2025-05-13,2025-05-13,https://jobs.jobspreader.com/viewjob-mzhha?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=marketing-und-vertrieb&utm_term=sales-advisor-m-w-d-teilzeit
Sales Manager,Sales Manager - Internationale Beratung (m/w/d),Fachkaufmann/-frau - Vertrieb,Page Personnel Deutschland,München,Bayern,Deutschland,,2025-05-26,2025-05-26,https://www.haveanicejob.de/stellenanzeige/544942?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,"Sales Manager IT (w/m/d) NRW unbefristet, in Vollzeit",Sales-Manager/in,ICN GmbH + Co. KG,Dortmund,Nordrhein-Westfalen,Deutschland,44227,2025-05-26,2025-05-30,https://www.jobexport.de/job/4782033.html?exp=81&cid=44a9e378-3198-4039-8d23-90c039d0fb22
Sales Manager,"Vertriebsmitarbeiter (m/w/d), Jacobs Marketing & Vertrieb",Sales-Manager/in,Jacobs Marketing & Vertrieb,Hamburg,Hamburg,Deutschland,22525,2025-05-26,2025-06-01,https://www.finest-jobs.com/Stellenanzeige/Vertriebsmitarbeiter-D-1131425?cp=BA
Sales Manager,Vertriebsmitarbeiter / Sales Manager im Außendienst / Außendienstmitarbeiter / Vertriebler – (m/w/d),Außendienstmitarbeiter/in,Coatinc Rhein-Main GmbH & Co. KG,Worms,Rheinland-Pfalz,Deutschland,67547,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250525-27805096/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Junior Digital Sales Manager (m/w/d),Leiter/in - Vertrieb,Bauhelden Media GmbH & Co KG,"Fellbach, Württemberg",Baden-Württemberg,Deutschland,70734,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250523-27637401/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Vertriebsmitarbeiter / Sales Manager im Außendienst / Außendienstmitarbeiter / Vertriebler – (m/w/d),Außendienstmitarbeiter/in,Coatinc Rhein-Main GmbH & Co. KG,Baden-Baden,Baden-Württemberg,Deutschland,76530,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250525-27805097/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
